,Recipe Name,Prepare Time,Cook Time,Total Time,RecipeID
2215,Clothes Pin Cookies Recipe ,NULL,NULL,NULL,9968
2216,Finger Sandwich Butter Cookies Recipe ,NULL,NULL,NULL,9969
2217,Rum or Bourbon Balls Recipe ,10,2,10092,9972
2218,Rancheros Recipe ,NULL,NULL,NULL,9973
2219,Chippers Recipe ,NULL,NULL,NULL,9974
2220,Pecan Tarts Recipe ,NULL,NULL,NULL,9975
2221,Cookie Mix in a Jar I Recipe ,20,NULL,20,9976
2222,Spirit Balls Recipe ,NULL,NULL,NULL,9977
2223,Chocolate Covered Cherry Cookies II Recipe ,NULL,NULL,NULL,9979
2224,Oatmeal Crispies II Recipe ,NULL,NULL,NULL,9982
2225,Carl Reiner Cookies Recipe ,NULL,NULL,NULL,9983
2226,Meringue Kisses II Recipe ,NULL,NULL,NULL,9984
2227,Peanut Butter Nuggets Recipe ,NULL,NULL,NULL,9985
2228,Swedish Oatmeal Lace Recipe ,NULL,NULL,NULL,9988
2229,Simple Sugar Cookies Recipe ,NULL,NULL,NULL,9989
2230,Homemade Chocolate Sandwich Cookies Recipe ,NULL,NULL,NULL,9990
2231,Faux,NULL,NULL,NULL,9991
2232,Faux,NULL,NULL,NULL,9992
2233,Chocolate Cookies Recipe ,NULL,NULL,NULL,9993
2234,Chocolate Cookie Buttercream Frosting Recipe ,NULL,NULL,NULL,9994
2235,Vanille Kipferl I Recipe ,30,8,40,9997
2236,Flourless Peanut Butter Cookies Recipe ,NULL,NULL,NULL,9998
2237,Peanut Butter Bars I Recipe ,25,NULL,85,9999
2238,Chocolate Pizzelles Recipe ,NULL,NULL,NULL,10001
2239,Peter Pan Cookies Recipe ,NULL,NULL,NULL,10002
2240,Cookie Press Shortbread Recipe ,25,10,35,10003
2241,Pavlova Recipe ,NULL,NULL,NULL,10004
2242,'Nana Smith''s Oatmeal Biscuits Recipe ',NULL,NULL,NULL,10005
2243,'Starr''s Soft Sugar Cookies Recipe ',NULL,NULL,NULL,10006
2244,Praline Cookies Recipe ,20,10,1470,10008
2245,Brown Sugar Frosting Recipe ,NULL,NULL,NULL,10009
2246,Kourabiedes I Recipe ,NULL,NULL,NULL,10012
2247,Cherry,NULL,NULL,NULL,10013
2248,Whoopie Pies I Recipe ,NULL,NULL,NULL,10016
2249,Whoopie Pies II Recipe ,NULL,NULL,NULL,10017
2250,Chocolate Peanut Butter Bars II Recipe ,NULL,NULL,NULL,10019
2251,Lemon Squares II Recipe ,NULL,NULL,NULL,10021
2252,Cut,NULL,NULL,NULL,10024
2253,"One, Two, Three, Four Cookies Recipe ",NULL,NULL,NULL,10026
2254,Sugar Cookies II Recipe ,20,40,60,10027
2255,Jewel Swirls Recipe ,NULL,NULL,NULL,10028
2256,Mrs. Fields Cookie Recipe II Recipe ,NULL,NULL,NULL,10029
2257,'Mom''s Excellent Chocolate Chip Cookies Recipe ',NULL,NULL,NULL,10030
2258,Orange Drop Cookies I Recipe ,NULL,NULL,NULL,10034
2259,Pumpkin Cookies II Recipe ,NULL,NULL,NULL,10035
2260,Huge Scary Spiders Recipe ,NULL,NULL,NULL,10037
2261,Nutcracker Bars Recipe ,NULL,NULL,NULL,10039
2262,Nanaimo Bars I Recipe ,NULL,NULL,NULL,10040
2263,Drop Butter Cookies Recipe ,NULL,NULL,NULL,10041
2264,Lucky Cakes Recipe ,NULL,NULL,NULL,10042
2265,Persimmon Cookies I Recipe ,NULL,NULL,NULL,10043
2266,Urban Legend Cookies II Recipe ,NULL,NULL,NULL,10045
2267,Austrian Peach Cookie Recipe ,NULL,NULL,NULL,10046
2268,Hoot Owl Cookies Recipe ,25,12,100,10047
2269,Black Walnut Balls Recipe ,NULL,NULL,NULL,10048
2270,Butter Tarts Recipe ,NULL,NULL,NULL,10049
2271,Zippy Chocolate Chip Cookies Recipe ,NULL,NULL,NULL,10050
2272,Cookie Pops on a Stick!! Recipe ,NULL,NULL,NULL,10051
2273,Owl Cookies Recipe ,NULL,NULL,NULL,10052
2274,Cathedral Window Holiday Bars Recipe ,NULL,NULL,NULL,10054
2275,Spritz Cookies II Recipe ,NULL,NULL,NULL,10056
2276,Butterscotch Potato Chip Cookies Recipe ,NULL,NULL,NULL,10058
2277,Scottish Shortbread III Recipe ,20,50,75,10059
2278,Peanut Butter Chews Recipe ,25,NULL,55,10060
2279,Venetians Recipe ,NULL,NULL,NULL,10061
2280,'Aunt Zula''s Christmas Cutouts Recipe ',NULL,NULL,NULL,10062
2281,Magic Peanut Butter Middles Recipe ,NULL,NULL,NULL,10064
2282,Roll About Sugar Cookies Recipe ,NULL,NULL,NULL,10065
2283,Muesli Bars I Recipe ,NULL,NULL,NULL,10066
2284,Lady Locks Recipe ,NULL,NULL,NULL,10068
2285,Christmas Cornflake Wreath Cookies Recipe ,NULL,NULL,NULL,10070
2286,Vanilla Kifli Recipe ,NULL,NULL,NULL,10072
2287,Hungarian Kifli I Recipe ,NULL,NULL,NULL,10073
2288,Crackle Top Molasses Cookies Recipe ,NULL,NULL,NULL,10074
2289,'Grandma''s Brown Sugar Drop Cookies Recipe ',NULL,NULL,NULL,10075
2290,'Grandmother''s Brown Sugar Cookies Recipe ',NULL,NULL,NULL,10076
2291,Kindness Cookies Recipe ,NULL,NULL,NULL,10077
2292,Whipped Shortbread Cookies Recipe ,15,20,35,10079
2293,Carrot Walnut Cookies Recipe ,NULL,NULL,NULL,10081
2294,Orange Cream Cheese Frosting Recipe ,NULL,NULL,NULL,10082
2295,Pecan Pie Bars II Recipe ,NULL,NULL,NULL,10083
2296,Vinegar Cookies Recipe ,NULL,NULL,NULL,10084
2297,Kourabiedes II Recipe ,NULL,NULL,NULL,10085
2298,Date Nut Pinwheel Cookies I Recipe ,NULL,NULL,NULL,10087
2299,Poppy Seed Cookies I Recipe ,NULL,NULL,NULL,10090
2300,'Dora''s Christmas Cookies Recipe ',NULL,NULL,NULL,10091
2301,Christmas Rocks Recipe ,NULL,NULL,NULL,10092
2302,Candy Cane Cookies I Recipe ,NULL,NULL,NULL,10095
2303,Whipped Cream Frosting Recipe ,NULL,NULL,NULL,10096
2304,Sun Up Cookies Recipe ,NULL,NULL,NULL,10099
2305,Chocolate Zucchini Bars Recipe ,NULL,NULL,NULL,10101
2306,Pecan Clouds Recipe ,15,90,105,10103
2307,Hamantashen II Recipe ,NULL,NULL,NULL,10105
2308,Hello Dolly Cookies Recipe ,NULL,NULL,NULL,10106
2309,Storybook Gingerbread Men Recipe ,NULL,NULL,NULL,10108
2310,Arrowroot Bars Recipe ,NULL,NULL,NULL,10109
2311,Soft Christmas Cookies Recipe ,20,8,180,10110
2312,Thin Mint Crackers Recipe ,NULL,NULL,NULL,10112
2313,Sugarless Bars Recipe ,NULL,NULL,NULL,10113
2314,Fudgies II Recipe ,NULL,NULL,NULL,10114
2315,Rugelach Recipe ,55,22,197,10115
2316,Aggression ( Oatmeal ) Cookies Recipe ,NULL,NULL,NULL,10116
2317,Pumpkin Chocolate Chip Cookies II Recipe ,NULL,NULL,NULL,10117
2318,Rainbow Cookies Recipe ,45,10,630,10118
2319,Hamburger Cookies Recipe ,NULL,NULL,NULL,10119
2320,Chocolate Covered Pretzels Recipe ,NULL,NULL,NULL,10120
2321,Make Ahead Cookie Mix Recipe ,15,NULL,15,10121
2322,Make Ahead Almond Butter Sticks Recipe ,NULL,NULL,NULL,10122
2323,Make Ahead Toffee Bars Recipe ,NULL,NULL,NULL,10123
2324,Make Ahead Butter Balls Recipe ,NULL,NULL,NULL,10124
2325,Make Ahead Jam Thumbs Recipe ,NULL,NULL,NULL,10125
2326,Make Ahead Cherry Winks Recipe ,NULL,NULL,NULL,10126
2327,Make Ahead Peanut Butter Cookies Recipe ,NULL,NULL,NULL,10127
2328,Mississippi Mud Cookies Recipe ,NULL,NULL,NULL,10128
2329,Christmas Wreaths Recipe ,NULL,NULL,NULL,10129
2330,Walnut Balls Recipe ,NULL,NULL,NULL,10130
2331,Sponge Fingers Recipe ,NULL,NULL,NULL,10131
2332,'Aunt Sally''s Cocoa Drops Recipe ',NULL,NULL,NULL,10133
2333,Banana Spice Cookies Recipe ,5,10,15,10142
2334,Butter Frosting Recipe ,NULL,NULL,NULL,10143
2335,No Bake Date Balls Recipe ,NULL,NULL,NULL,10144
2336,Melt in your Mouth Cookies I Recipe ,NULL,NULL,NULL,10145
2337,Lemon Cream Cheese Frosting Recipe ,NULL,NULL,NULL,10147
2338,Carrot Cookies II Recipe ,NULL,NULL,NULL,10148
2339,Melting Moments II Recipe ,NULL,NULL,NULL,10149
2340,Sugar Cookies III Recipe ,NULL,NULL,NULL,10150
2341,'Laura Shirk''s Shortbread Recipe ',10,50,60,10151
2342,Christmas Ornament Cookies Recipe ,NULL,NULL,NULL,10152
2343,Chocolate Teddy Bear Cookies Recipe ,NULL,NULL,NULL,10153
2344,Chocolate Macaroons II Recipe ,NULL,NULL,NULL,10155
2345,Cookie Mix in a Jar II Recipe ,NULL,NULL,NULL,10156
2346,Almond Crescents II Recipe ,NULL,NULL,NULL,10160
2347,Macadamia Raspberry White Chocolate Cookies Recipe ,NULL,NULL,NULL,10162
2348,Peppernuts Recipe ,NULL,NULL,NULL,10163
2349,Anise Cookies I Recipe ,NULL,NULL,NULL,10164
2350,Easy Creamy Icing Recipe ,NULL,NULL,NULL,10165
2351,Crispy Rice Cereal Balls Recipe ,NULL,NULL,NULL,10166
2352,'S''More Bars I Recipe ',NULL,NULL,NULL,10167
2353,Side of the Trail Cookies Recipe ,NULL,NULL,NULL,10169
2354,Chocolate Nut Biscotti Recipe ,NULL,NULL,NULL,10170
2355,Chocolate Covered Cherry Cookies III Recipe ,NULL,NULL,NULL,10171
2356,Chocolate Covered Cherry Cookie Frosting Recipe ,NULL,NULL,NULL,10172
2357,Seven Minute Frosting I Recipe ,NULL,NULL,NULL,10173
2358,Crescents Recipe ,NULL,NULL,NULL,10176
2359,Blonde Brownies I Recipe ,30,20,50,10177
2360,Blonde Brownies II Recipe ,NULL,NULL,NULL,10178
2361,Butterscotch Icebox Cookies Recipe ,NULL,NULL,NULL,10179
2362,'George''s Chocolate Chip Cookies Recipe ',NULL,NULL,NULL,10180
2363,Moravian Sugar Cookies Recipe ,NULL,NULL,NULL,10186
2364,Root Beer Cookies Recipe ,NULL,NULL,NULL,10188
2365,'Gram''s Snow Balls Recipe ',NULL,NULL,NULL,10189
2366,Snowballs I Recipe ,NULL,NULL,NULL,10191
2367,Russian Tea Cakes II Recipe ,NULL,NULL,NULL,10193
2368,Sandtarts I Recipe ,NULL,NULL,NULL,10194
2369,Christmas Lizzies Recipe ,NULL,NULL,NULL,10195
2370,Royal Icing I Recipe ,NULL,NULL,NULL,10197
2371,Royal Icing II Recipe ,15,NULL,15,10198
2372,Royal Icing III Recipe ,10,NULL,10,10199
2373,Strufoli I Recipe ,NULL,NULL,NULL,10202
2374,Sesame Seed Cookies I Recipe ,NULL,NULL,NULL,10203
2375,Cream Cheese Cookies I Recipe ,10,15,60,10204
2376,Caramel Chewy Oatmeal Cookies Recipe ,NULL,NULL,NULL,10205
2377,Sand Tarts Recipe ,15,20,100,10208
2378,Ceramic Mold Cookies Recipe ,NULL,NULL,NULL,10209
2379,Cinnamon Stars Recipe ,NULL,NULL,NULL,10210
2380,Chocolate Rum Balls I Recipe ,45,NULL,45,10211
2381,Cream Wafers Recipe ,NULL,NULL,NULL,10212
2382,Magic Cookie Bars I Recipe ,NULL,NULL,NULL,10213
2383,Meatball Cookies Recipe ,NULL,NULL,NULL,10214
2384,Cherry Bell Cookies Recipe ,NULL,NULL,NULL,10215
2385,Pecan Crescents Recipe ,NULL,NULL,NULL,10217
2386,Nut Butter Balls Recipe ,NULL,NULL,NULL,10219
2387,Pizzelles III Recipe ,15,35,50,10220
2388,Raspberry and Almond Shortbread Thumbprints Recipe ,30,18,75,10222
2389,Pan Peanut Butter Cups Recipe ,NULL,NULL,NULL,10223
2390,Super Sugar Cookies Recipe ,NULL,NULL,NULL,10225
2391,Italian Anisette Cookies Recipe ,NULL,NULL,NULL,10226
2392,Jam Kolaches Recipe ,45,15,60,10230
2393,Cream Cheese Kolacky Recipe ,15,10,205,10231
2394,Pineapple Bars Recipe ,NULL,NULL,NULL,10232
2395,Butter Icing for Cookies Recipe ,10,NULL,10,10233
2396,Cappuccino Crisps Recipe ,NULL,NULL,NULL,10237
2397,Applesauce Oatmeal Cookies Recipe ,NULL,NULL,NULL,10239
2398,Italian Wine Cookies Recipe ,NULL,NULL,NULL,10240
2399,Czech Kolache Recipe ,NULL,NULL,NULL,10242
2400,'O'' Henry Bars Recipe ',NULL,NULL,NULL,10243
2401,Strufoli III Recipe ,NULL,NULL,NULL,10244
2402,Citrus Cookies Recipe ,NULL,NULL,NULL,10246
2403,Pepper Cookies I Recipe ,NULL,NULL,NULL,10247
2404,Basic Sugar Cookies Recipe ,15,15,45,10249
2405,Basic Chocolate Chip Cookies Recipe ,NULL,NULL,NULL,10250
2406,Basic Chocolate Drop Cookies Recipe ,25,15,55,10251
2407,Basic Raisin Cookies Recipe ,15,15,45,10252
2408,Basic Coconut Cookies Recipe ,15,15,45,10253
2409,Basic Nut Cookies Recipe ,15,15,45,10254
2410,Basic Peanut Butter Cookies Recipe ,15,15,45,10255
2411,Basic Brownies Recipe ,20,25,45,10256
2412,Basic Oatmeal Bars Recipe ,15,35,65,10257
2413,Candy,NULL,NULL,NULL,10258
2414,Candy,NULL,NULL,NULL,10259
2415,Walnut Cherry Delights Recipe ,NULL,NULL,NULL,10260
2416,Cherry Coconut Bars Recipe ,NULL,NULL,NULL,10262
2417,Nutmeg Cookie Logs Recipe ,NULL,NULL,NULL,10263
2418,Oatmeal Raisin Cookies I Recipe ,15,10,60,10264
2419,Iced,NULL,NULL,NULL,10266
2420,Italian Fig Cookies I Recipe ,NULL,NULL,NULL,10267
2421,Candy Cane Cookies II Recipe ,40,20,60,10270
2422,'Becky''s Oatmeal Carmelitas Recipe ',20,30,50,10271
2423,Heavenly Shortbread Recipe ,NULL,NULL,NULL,10273
2424,Instant Chocolate Oatmeal Cookies Recipe ,NULL,NULL,NULL,10274
2425,Pineapple Cookies I Recipe ,NULL,NULL,NULL,10276
2426,Pineapple Cookies II Recipe ,NULL,NULL,NULL,10277
2427,Pineapple Cookies III Recipe ,NULL,NULL,NULL,10278
2428,Cream Cheese Cookies II Recipe ,NULL,NULL,NULL,10280
2429,Butterscotch Oat Bars Recipe ,NULL,NULL,NULL,10282
2430,'Mom''s Garbage Cookies Recipe ',NULL,NULL,NULL,10284
2431,Butterscotch Brownies II Recipe ,NULL,NULL,NULL,10285
2432,Lemon Nut Cookies Recipe ,NULL,NULL,NULL,10286
2433,Sweet Butter Cookies Recipe ,NULL,NULL,NULL,10290
2434,'Beatrice Savitz''s Apricot Cookies Recipe ',25,35,60,10291
2435,Chocolate Chews Recipe ,NULL,NULL,NULL,10293
2436,The Best Lemon Bars Recipe ,15,40,55,10294
2437,Cherry Chip Cookies I Recipe ,NULL,NULL,NULL,10296
2438,'Lori''s Awesome Cookies Recipe ',NULL,NULL,NULL,10297
2439,No Bake Cookies II Recipe ,NULL,NULL,NULL,10298
2440,Meringue Teasers Recipe ,NULL,NULL,NULL,10299
2441,Fruit and Nut Shortbread Recipe ,NULL,NULL,NULL,10300
2442,Cream Cheese Cookies III Recipe ,NULL,NULL,NULL,10304
2443,Fudge Meltaways Recipe ,NULL,NULL,NULL,10305
2444,Biscochitos I Recipe ,15,12,27,10307
2445,Listy I Recipe ,20,30,60,10309
2446,Listy II Recipe ,30,30,60,10310
2447,Listy III Recipe ,30,30,60,10311
2448,Winter Energy Cookies Recipe ,NULL,NULL,NULL,10312
2449,Healthy Honey Carrot Cookies Recipe ,NULL,NULL,NULL,10313
2450,Health Balls I Recipe ,NULL,NULL,NULL,10314
2451,Brownies In A Jar Recipe ,NULL,NULL,NULL,10315
2452,'O'' Henry Slice Recipe ',NULL,NULL,NULL,10316
2453,Orange Cookies I Recipe ,NULL,NULL,NULL,10317
2454,Krumkake I Recipe ,NULL,NULL,NULL,10318
2455,Colossal Cookies Recipe ,15,12,60,10319
2456,Peanut Butter Drops Recipe ,NULL,NULL,NULL,10320
2457,Finska Kakor Recipe ,NULL,NULL,NULL,10321
2458,Florentines I Recipe ,NULL,NULL,NULL,10322
2459,Church Windows II Recipe ,NULL,NULL,NULL,10323
2460,Maple Meltaways Recipe ,NULL,NULL,NULL,10324
2461,Raspberry Bars Recipe ,NULL,NULL,NULL,10326
2462,Rugelach II Recipe ,NULL,NULL,NULL,10328
2463,Scotch Shortbread I Recipe ,NULL,NULL,NULL,10329
2464,Northland Cookies Recipe ,NULL,NULL,NULL,10332
2465,Chocolate Squares I Recipe ,NULL,NULL,NULL,10333
2466,Chocolate Chip Shortbread Cookie Logs Recipe ,30,10,60,10334
2467,Peanut Butter Choco Chip Cookies Recipe ,NULL,NULL,NULL,10335
2468,Molasses Cookies I Recipe ,NULL,NULL,NULL,10336
2469,No Bakes Recipe ,NULL,NULL,NULL,10338
2470,Pignoli Cookies II Recipe ,NULL,NULL,NULL,10339
2471,Malted Milk Chip Cookies Recipe ,NULL,NULL,NULL,10341
2472,Easy Chocolate Cream Cheese Frosting Recipe ,NULL,NULL,NULL,10342
2473,Lemon Pudding Cookies Recipe ,15,10,25,10346
2474,Oatmeal Chocolate Chip Cookies II Recipe ,NULL,NULL,NULL,10347
2475,Cut,NULL,NULL,NULL,10349
2476,Kruschicki Recipe ,15,25,40,10350
2477,Old German Honey Cookies Recipe ,NULL,NULL,NULL,10352
2478,Orange Lunch Box Cookies Recipe ,NULL,NULL,NULL,10355
2479,Never Fail Chocolate Chip Cookies Recipe ,NULL,NULL,NULL,10356
2480,'Selma''s Best Oatmeal Cookies Recipe ',NULL,NULL,NULL,10358
2481,Butter Cookies III Recipe ,NULL,NULL,NULL,10359
2482,Sour Cream Sugar Cookies I Recipe ,NULL,NULL,NULL,10360
2483,'Grandma''s Cutout Cookies Recipe ',NULL,NULL,NULL,10361
2484,Rolled White Cookies Recipe ,NULL,NULL,NULL,10362
2485,Miami Chocolate Chip Cookies Recipe ,NULL,NULL,NULL,10363
2486,Powdered Sugar Cookies I Recipe ,NULL,NULL,NULL,10364
2487,'Great Gram''s Sugar Cookies Recipe ',NULL,NULL,NULL,10369
2488,Cherry Oatmeal Cookies Recipe ,NULL,NULL,NULL,10370
2489,Oatmeal Sugar Cookies Recipe ,NULL,NULL,NULL,10371
2490,Pioneer Cookies Recipe ,NULL,NULL,NULL,10374
2491,'Grandma''s ChocChip Delights Recipe ',NULL,NULL,NULL,10376
2492,Chocolate Chip Chunk Cookies Recipe ,NULL,NULL,NULL,10377
2493,'Kate''s Chocolate Chip Kookies Recipe ',NULL,NULL,NULL,10378
2494,Caramel Nougat Bar Peanut Butter Cookies Recipe ,NULL,NULL,NULL,10379
2495,Buttermilk Chocolate Chip Cookies Recipe ,NULL,NULL,NULL,10382
2496,Ginger Creams Recipe ,NULL,NULL,NULL,10383
2497,Coconut Oatmeal Cookies I Recipe ,NULL,NULL,NULL,10384
2498,Peanut Butter and Bran Cookies Recipe ,15,18,33,10387
2499,Peanut Clusters Chocolate Cookie Recipe ,NULL,NULL,NULL,10389
2500,Mincemeat Cookies II Recipe ,NULL,NULL,NULL,10390
2501,Cake Mix Cookies II Recipe ,NULL,NULL,NULL,10393
2502,'Mary Ann''s Cookies Recipe ',NULL,NULL,NULL,10394
2503,Sweet Potato Cookies Recipe ,NULL,NULL,NULL,10395
2504,Chocolate Jumbo Recipe ,NULL,NULL,NULL,10399
2505,Brownie Oat Cookies Recipe ,NULL,NULL,NULL,10400
2506,The Best Rolled Sugar Cookies Recipe ,20,8,180,10402
2507,Preacher Cookies Recipe ,NULL,NULL,NULL,10403
2508,Fig Cookies Recipe ,NULL,NULL,NULL,10404
2509,Lemon Coolers Recipe ,NULL,NULL,NULL,10405
2510,Mrs. Fields Sugar Cookies Recipe ,NULL,NULL,NULL,10407
2511,Log Cabin Cookies Recipe ,NULL,NULL,NULL,10408
2512,Millionares Shortbread Recipe ,NULL,NULL,NULL,10409
2513,Divinity Cookies Recipe ,NULL,NULL,NULL,10410
2514,Pink Valentine Frosting Recipe ,NULL,NULL,NULL,10414
2515,Black Walnut Cookies I Recipe ,NULL,NULL,NULL,10418
2516,Quick Peanut Butter Cookies Recipe ,15,8,40,10419
2517,Mexican Sugar Cookies Recipe ,NULL,NULL,NULL,10420
2518,Raspberry Hearts Recipe ,NULL,NULL,NULL,10422
2519,'Heart''s Delight Recipe ',NULL,NULL,NULL,10423
2520,Peanut Chewies Recipe ,NULL,NULL,NULL,10426
2521,Soft Molasses Cookies I Recipe ,NULL,NULL,NULL,10427
2522,'Regina (Queen''s Biscuit) Recipe ',NULL,NULL,NULL,10428
2523,Butter Crisps Recipe ,NULL,NULL,NULL,10429
2524,Italian Wedding Cakes Recipe ,NULL,NULL,NULL,10430
2525,Italian Wedding Cookies III Recipe ,45,15,80,10431
2526,Double Chocolate Biscotti Recipe ,25,40,80,10432
2527,Blonde Brownies III Recipe ,15,30,45,10433
2528,Ladyfingers Recipe ,NULL,NULL,NULL,10434
2529,Italian Pepper Balls Recipe ,NULL,NULL,NULL,10435
2530,Mountain Tops Recipe ,NULL,NULL,NULL,10436
2531,Peanut Butter Balls I Recipe ,NULL,NULL,NULL,10437
2532,No Peeks Recipe ,NULL,NULL,NULL,10439
2533,Banana Oat Bars Recipe ,5,35,45,10440
2534,Glorified Gingerbread Recipe ,NULL,NULL,NULL,10441
2535,South Dakota Sunflower Seed Cookies Recipe ,NULL,NULL,NULL,10442
2536,Frosted Oatmeal Bars Recipe ,NULL,NULL,NULL,10443
2537,Peanut Butter Cup Brownies Recipe ,NULL,NULL,NULL,10444
2538,Chocolate Coated Peanut Butter Crackers Recipe ,NULL,NULL,NULL,10445
2539,Molasses Cookies II Recipe ,NULL,NULL,NULL,10446
2540,Molasses Peanut Butter Crinkles Recipe ,NULL,NULL,NULL,10448
2541,Strufoli II Recipe ,NULL,NULL,NULL,10449
2542,Peppermint Bars Recipe ,NULL,NULL,NULL,10452
2543,Tea Cookies I Recipe ,NULL,NULL,NULL,10453
2544,Chocolate Chip Meringue Drops Recipe ,15,180,195,10454
2545,Arabic Cookies Recipe ,NULL,NULL,NULL,10456
2546,'Elaine''s Peanut Butter Cookies Recipe ',10,12,45,10457
2547,Sunshine Pineapple Cookies Recipe ,NULL,NULL,NULL,10458
2548,State Fair Butter Cookies Recipe ,NULL,NULL,NULL,10459
2549,Chocolate Peanut Butter Cream Cheese Bars Recipe ,NULL,NULL,NULL,10461
2550,Blueberry Crumb Bars Recipe ,15,45,60,10462
2551,'Whitney''s Peanut Butter Cookie Balls Recipe ',NULL,NULL,NULL,10463
2552,Pineapple Surprise Cookies Recipe ,NULL,NULL,NULL,10465
2553,'Cupid''s Cookies Recipe ',NULL,NULL,NULL,10467
2554,Red Hearts Recipe ,NULL,NULL,NULL,10468
2555,Stained,NULL,NULL,NULL,10469
2556,Valentine Heart Necklaces Recipe ,35,7,162,10470
2557,Alsatian Chocolate Balls Recipe ,NULL,NULL,NULL,10471
2558,Gelatin Spritz Cookies Recipe ,10,10,30,10472
2559,Polish Poppy Seed Cookies Recipe ,NULL,NULL,NULL,10473
2560,Chocolate Nuggets Recipe ,NULL,NULL,NULL,10474
2561,Fried Cookies Recipe ,NULL,NULL,NULL,10475
2562,Buckeye Cookies II Recipe ,NULL,NULL,NULL,10476
2563,Chocolate Mint Cookies I Recipe ,NULL,NULL,NULL,10477
2564,Peanut Butter Balls II Recipe ,NULL,NULL,NULL,10479
2565,No Bake Camping Cookies Recipe ,NULL,NULL,NULL,10481
2566,Monster Cookies IV Recipe ,NULL,NULL,NULL,10482
2567,Brownie Delight Recipe ,NULL,NULL,NULL,10483
2568,Salted Peanut Cookies Recipe ,NULL,NULL,NULL,10485
2569,One Bowl Buttercream Frosting Recipe ,NULL,NULL,NULL,10486
2570,Russian Tea Biscuits Recipe ,NULL,NULL,NULL,10487
2571,Hearty Breakfast Cookies Recipe ,25,20,47,10488
2572,Apple and Spice Cookies Recipe ,NULL,NULL,NULL,10491
2573,Chocolate Peanut Butter Dreams Recipe ,NULL,NULL,NULL,10492
2574,Coconut Meringues Recipe ,NULL,NULL,NULL,10493
2575,Cake Mix Cookies III Recipe ,NULL,NULL,NULL,10494
2576,Oat Bars Recipe ,NULL,NULL,NULL,10495
2577,Sugar Cookies IV Recipe ,NULL,NULL,NULL,10496
2578,Marco Polo Peanut Cookies Recipe ,NULL,NULL,NULL,10498
2579,Oatmeal Banana Nut Cookies Recipe ,NULL,NULL,NULL,10499
2580,Spiced Soft Chocolate Cookies Recipe ,NULL,NULL,NULL,10500
2581,Lemon Biscuits Recipe ,NULL,NULL,NULL,10501
2582,Bunuelos Recipe ,NULL,NULL,NULL,10502
2583,Cantucci Biscotti Recipe ,NULL,NULL,NULL,10503
2584,Quaresimali (Lenten Almond Biscuits) Recipe ,NULL,NULL,NULL,10504
2585,Sugar Free Chocolate Tea Cookies Recipe ,NULL,NULL,NULL,10506
2586,Chewy Chocolate Cookies III Recipe ,NULL,NULL,NULL,10507
2587,Caramel Cream Sandwich Cookies Recipe ,NULL,NULL,NULL,10510
2588,Pineapple Brownies Recipe ,NULL,NULL,NULL,10512
2589,Sugar Free Cinnamon Nut Balls Recipe ,NULL,NULL,NULL,10513
2590,Sugar Free Kaiser Cookies Recipe ,NULL,NULL,NULL,10514
2591,Sugar Free Peanut Butter Balls Recipe ,NULL,NULL,NULL,10515
2592,Sugar Free Nut Macaroons Recipe ,NULL,NULL,NULL,10516
2593,Bachelor Buttons I Recipe ,NULL,NULL,NULL,10519
2594,Banana Tea Slice Recipe ,5,10,15,10520
2595,Apple Butter Bars Recipe ,NULL,NULL,NULL,10521
2596,Fudge Crackles Recipe ,NULL,NULL,NULL,10522
2597,Coriander Cakes Recipe ,NULL,NULL,NULL,10523
2598,Toffee Chocolate Chip Cookies Recipe ,NULL,NULL,NULL,10524
2599,Mincemeat Crumb Bars Recipe ,NULL,NULL,NULL,10525
2600,Sweet Pretzel Stacks Recipe ,NULL,NULL,NULL,10526
2601,Peanut Butter No,NULL,NULL,NULL,10527
2602,Raspberry Dream Bars Recipe ,NULL,NULL,NULL,10528
2603,Pizza Pan Oatmeal Cookie Recipe ,NULL,NULL,NULL,10529
2604,CheckerBoard Cookies I Recipe ,NULL,NULL,NULL,10530
2605,Apple Half Moons Recipe ,NULL,NULL,NULL,10531
2606,Peanut Butter Kisses I Recipe ,NULL,NULL,NULL,10532
2607,Honey Bars Recipe ,NULL,NULL,NULL,10533
2608,Coffee Shortbread Cookies Recipe ,NULL,NULL,NULL,10534
2609,Shortbread Cookies III Recipe ,NULL,NULL,NULL,10537
2610,Fraser Shortbread Recipe ,NULL,NULL,NULL,10538
2611,Almond Shortbread I Recipe ,15,25,160,10539
2612,'Aunty Laura''s Shortbread Recipe ',NULL,NULL,NULL,10540
2613,'Mom''s Raisin Oatmeal Cookies Recipe ',NULL,NULL,NULL,10542
2614,Cyclops Cookies (Vegan) Recipe ,NULL,NULL,NULL,10544
2615,'Aunt Mamie''s Recipe ',NULL,NULL,NULL,10545
2616,Butterscotch Lace Cookies Recipe ,30,5,1475,10546
2617,Afghans Recipe ,NULL,NULL,NULL,10547
2618,Best Brownies Recipe ,25,35,60,10549
2619,Ginger Snap Cookies Recipe ,NULL,NULL,NULL,10550
2620,Festive Cherrettes Recipe ,NULL,NULL,NULL,10551
2621,Giant Chocolate Chip Cookie Recipe ,NULL,NULL,NULL,10552
2622,Molasses Sugar Cookies I Recipe ,NULL,NULL,NULL,10554
2623,Magic Cookie Bars II Recipe ,15,25,60,10555
